V001	2	9924732291110	2024-07-30 10:00:42	2024-07-31 09:19:34.924
V001	3	9924732291110	2024-07-30 10:00:42	2024-07-31 09:19:34.924
V001	4	9924752325116	2024-07-30 10:05:06	2024-07-31 09:19:34.924
V001	5	9924752325116	2024-07-30 10:05:06	2024-07-31 09:19:34.924
V001	6	9924752325116	2024-07-30 10:05:06	2024-07-31 09:19:34.924
V001	7	9924752324119	2024-07-30 10:02:38	2024-07-31 09:19:34.924
V001	8	9924752324119	2024-07-30 10:02:38	2024-07-31 09:19:34.924
V001	9	9924752324119	2024-07-30 10:02:38	2024-07-31 09:19:34.924
V001	10	9924785262112	2024-07-30 11:35:53	2024-07-31 09:19:34.924
V001	11	9924785262112	2024-07-30 11:35:53	2024-07-31 09:19:34.924
V001	12	9924785262112	2024-07-30 11:35:53	2024-07-31 09:19:34.924
V001	13	9924765232111	2024-07-30 10:04:05	2024-07-31 09:19:34.924
V001	14	9924765232111	2024-07-30 10:04:05	2024-07-31 09:19:34.924
V001	15	9924765232111	2024-07-30 10:04:05	2024-07-31 09:19:34.924
V001	16	9924765230117	2024-07-30 11:37:00	2024-07-31 09:19:34.924
V001	17	9924765230117	2024-07-30 11:37:00	2024-07-31 09:19:34.924
V001	18	9924765230117	2024-07-30 11:37:00	2024-07-31 09:19:34.924
V001	19	9924742314113	2024-07-30 09:50:45	2024-07-31 09:19:34.924
V001	20	9924742314113	2024-07-30 09:50:45	2024-07-31 09:19:34.924
V001	21	9924742314113	2024-07-30 09:50:45	2024-07-31 09:19:34.924
V001	22	9924712258119	2024-07-30 11:44:25	2024-07-31 09:19:34.924
V001	23	9924712258119	2024-07-30 11:44:25	2024-07-31 09:19:34.924
V001	24	9924712258119	2024-07-30 11:44:25	2024-07-31 09:19:34.924
V001	25	9924775247112	2024-07-30 09:48:36	2024-07-31 09:19:34.924
V001	26	9924775247112	2024-07-30 09:48:36	2024-07-31 09:19:34.924
V001	27	9924775247112	2024-07-30 09:48:36	2024-07-31 09:19:34.924
V001	28	9924775242117	2024-07-30 11:42:37	2024-07-31 09:19:34.924
V001	29	9924775242117	2024-07-30 11:42:37	2024-07-31 09:19:34.924
V001	30	9924775242117	2024-07-30 11:42:37	2024-07-31 09:19:34.924
V001	31	9924752323112	2024-07-30 10:01:35	2024-07-31 09:19:34.924
V001	32	9924752323112	2024-07-30 10:01:35	2024-07-31 09:19:34.924
V001	33	9924752323112	2024-07-30 10:01:35	2024-07-31 09:19:34.924
V001	34	9924702213111	2024-07-30 08:34:59	2024-07-31 09:19:34.924
V001	35	9924702213111	2024-07-30 08:34:59	2024-07-31 09:19:34.924
V001	36	9924702213111	2024-07-30 08:34:59	2024-07-31 09:19:34.924
V001	37	9924742303117	2024-07-30 10:05:49	2024-07-31 09:19:34.924
V001	38	9924742303117	2024-07-30 10:05:49	2024-07-31 09:19:34.924
V001	39	9924742303117	2024-07-30 10:05:49	2024-07-31 09:19:34.924
V002	1	9924702234116	2024-07-30 08:28:54	2024-07-31 09:19:34.924
V002	2	9924702234116	2024-07-30 08:28:54	2024-07-31 09:19:34.924
V002	3	9924702234116	2024-07-30 08:28:54	2024-07-31 09:19:34.924
V002	4	9924732289117	2024-07-30 09:56:08	2024-07-31 09:19:34.924
V002	5	9924732289117	2024-07-30 09:56:08	2024-07-31 09:19:34.924
V002	6	9924732289117	2024-07-30 09:56:08	2024-07-31 09:19:34.924
V002	7	9924765241113	2024-07-30 09:55:07	2024-07-31 09:19:34.924
V002	8	9924765241113	2024-07-30 09:55:07	2024-07-31 09:19:34.924
V002	10	9924795269118	2024-07-30 09:49:51	2024-07-31 09:19:34.924
V002	11	9924795269118	2024-07-30 09:49:51	2024-07-31 09:19:34.924
V002	12	9924795269118	2024-07-30 09:49:51	2024-07-31 09:19:34.924
V002	13	9924702222113	2024-07-30 08:35:51	2024-07-31 09:19:34.924
V002	14	9924702222113	2024-07-30 08:35:51	2024-07-31 09:19:34.924
V002	16	9924742310115	2024-07-30 10:06:56	2024-07-31 09:19:34.924
V002	17	9924742310115	2024-07-30 10:06:56	2024-07-31 09:19:34.924
V002	18	9924742310115	2024-07-30 10:06:56	2024-07-31 09:19:34.924
V002	19	9924722278114	2024-07-30 09:51:50	2024-07-31 09:19:34.924
V002	20	9924722278114	2024-07-30 09:51:50	2024-07-31 09:19:34.924
V002	21	9924722278114	2024-07-30 09:51:50	2024-07-31 09:19:34.924
V002	23	9924795265110	2024-07-30 09:47:34	2024-07-31 09:19:34.924
V002	24	9924795265110	2024-07-30 09:47:34	2024-07-31 09:19:34.924
V002	25	9924712268118	2024-07-30 07:55:32	2024-07-31 09:19:34.924
V002	26	9924712268118	2024-07-30 07:55:32	2024-07-31 09:19:34.924
V002	27	9924712268118	2024-07-30 07:55:32	2024-07-31 09:19:34.924
V002	29	9924722272112	2024-07-30 11:44:56	2024-07-31 09:19:34.924
V002	30	9924722272112	2024-07-30 11:44:56	2024-07-31 09:19:34.924
V002	31	9924702207110	2024-07-30 08:24:45	2024-07-31 09:19:34.924
V002	32	9924702207110	2024-07-30 08:24:45	2024-07-31 09:19:34.924
V002	33	9924702207110	2024-07-30 08:24:45	2024-07-31 09:19:34.924
V002	35	9924702201118	2024-07-30 08:31:49	2024-07-31 09:19:34.924
V002	36	9924702201118	2024-07-30 08:31:49	2024-07-31 09:19:34.924
V003	1	9924702227118	2024-07-30 08:29:47	2024-07-31 09:19:34.924
V003	2	9924702227118	2024-07-30 08:29:47	2024-07-31 09:19:34.924
V003	3	9924702227118	2024-07-30 08:29:47	2024-07-31 09:19:34.924
V003	4	9924702244115	2024-07-30 08:33:34	2024-07-31 09:19:34.924
V003	6	9924702244115	2024-07-30 08:33:34	2024-07-31 09:19:34.924
V003	7	9924812327111	2024-07-30 07:50:44	2024-07-31 09:19:34.924
V003	8	9924812327111	2024-07-30 07:50:44	2024-07-31 09:19:34.924
V003	9	9924812327111	2024-07-30 07:50:44	2024-07-31 09:19:34.924
V003	10	9924702228115	2024-07-30 08:27:59	2024-07-31 09:19:34.924
V003	12	9924702228115	2024-07-30 08:27:59	2024-07-31 09:19:34.924
V003	13	9924795264113	2024-07-30 09:44:16	2024-07-31 09:19:34.924
V003	14	9924795264113	2024-07-30 09:44:16	2024-07-31 09:19:34.924
V003	15	9924795264113	2024-07-30 09:44:16	2024-07-31 09:19:34.924
V003	16	9924712269115	2024-07-30 07:46:43	2024-07-31 09:19:34.924
V003	18	9924712269115	2024-07-30 07:46:43	2024-07-31 09:19:34.924
V003	19	9924742300116	2024-07-30 07:56:37	2024-07-31 09:19:34.924
V003	20	9924742300116	2024-07-30 07:56:37	2024-07-31 09:19:34.924
V003	21	9924742300116	2024-07-30 07:56:37	2024-07-31 09:19:34.924
V003	22	9924702210110	2024-07-30 08:21:02	2024-07-31 09:19:34.924
V003	23	9924702210110	2024-07-30 08:21:02	2024-07-31 09:19:34.924
V003	25	9924795266117	2024-07-30 09:46:37	2024-07-31 09:19:34.924
V003	26	9924795266117	2024-07-30 09:46:37	2024-07-31 09:19:34.924
V003	27	9924795266117	2024-07-30 09:46:37	2024-07-31 09:19:34.924
V003	28	9924712264110	2024-07-30 08:12:09	2024-07-31 09:19:34.924
V003	29	9924712264110	2024-07-30 08:12:09	2024-07-31 09:19:34.924
V003	31	9924795268111	2024-07-30 09:43:03	2024-07-31 09:19:34.924
V003	32	9924795268111	2024-07-30 09:43:03	2024-07-31 09:19:34.924
V003	33	9924795268111	2024-07-30 09:43:03	2024-07-31 09:19:34.924
V003	34	9924732293114	2024-07-30 09:58:52	2024-07-31 09:19:34.924
V003	35	9924732293114	2024-07-30 09:58:52	2024-07-31 09:19:34.924
V001	1	9924732291110	2024-07-30 10:00:42	2024-07-31 09:20:05.707
V002	9	9924765241113	2024-07-30 09:55:07	2024-07-31 09:19:34.924
V002	15	9924702222113	2024-07-30 08:35:51	2024-07-31 09:19:34.924
V002	22	9924795265110	2024-07-30 09:47:34	2024-07-31 09:19:34.924
V002	28	9924722272112	2024-07-30 11:44:56	2024-07-31 09:19:34.924
V002	34	9924702201118	2024-07-30 08:31:49	2024-07-31 09:19:34.924
